DOMAIN,FQDN,URL,keywordInURL,title,description,keywords,hyperlinks,admission,engineering,management,gre,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/100k-new-ventures-competition/2017-winners/,False,"Meet the 2017 Winners | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",This annual competition celebrates innovation and entrepreneurship across Tufts community. Get to know the winners here.,,0,0,1,2,1,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/2016-winners/,False,"Meet 2016 Winners | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Eighteen finalist teams competed for prizes and in-kind services totaling over $100,000 as part of the New Ventures competition.",,0,0,2,2,2,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/100k-new-ventures-competition/2015-winners/,False,"Meet the 2015 Winners | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Fifteen finalist teams competed for $100,000 in cash and in-kind awards in three tracks. The winners of the 2015 competition are as follows.",,0,0,6,0,1,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/stephen-and-geraldine-ricci-prize/,False,"All About the Ricci Prize | Gordon Institute at Tufts,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Engineering design meets entrepreneurial spirit in The Stephen and Geraldine Ricci Interdisciplinary Prize. Here's what it takes to enter.,,0,0,12,0,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/tufts-energy-innovation-competition/,False,"Innovation Competition at the Gordon Institute | Tufts,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Do you have a great energy idea? Are you working on a project related to energy? The Tufts Energy Innovation Competition is looking for your big ideas.,,0,0,1,0,4,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/montle-prize/,False,"Montle Prize at the Gordon Institute | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",The future depends on the next generation of entrepreneurs with big ideas. You may be eligible to enter your idea into the Montle competition.,,0,0,1,0,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/about/,False,"Award-Winning Engineering Program | Gordon Institute,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","What do technology leadership, innovation and entrepreneurship have in common? Tufts Gordon Institute inspires the next generation of leaders and innovators.",,0,0,13,7,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/about/history/,False,"History – Tufts University Connection - Gordon Institute,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",,,0,0,15,10,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/about/contact-us/,False,"Connect With Us | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","We are here to answer any questions about Tufts University's Gordon Institute programs. Get in touch via phone, email or in person.",,0,0,4,5,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/class-profile/,True,"MSEM Class of 2019 Stats | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","M.S. in Engineering Management students come from a variety of industries including biopharma/medical devices, defense and computer hardware & software.",,0,0,9,8,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/msem-experience/,True,"Why Choose MSEM? | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Take it from our successful alumni who have been through the MSEM program. Here are 5 benefits derived from the MSEM experience.,,0,0,6,9,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/leadership-development/,True,"Transforming Leadership | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Tufts Gordon Institute,s engineering management's program's unique leadership development program includes one-on-one coaching from faculty.,,0,0,15,8,0
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/program-comparison/,False,"Comparing Programs | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Depending on goals and work experience a one-year, full-time M.S. in Innovation Management or a two-year, part-time M.S. in Engineering Management may be the best fit.",,0,0,4,6,4,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/schedule-options/,True,"Flexible Schedule | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",We make it easy for the M.S. in Engineering Management program to fit into the lifestyle of today's busy professionals. Here's how...,,0,0,8,8,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/consulting-project/,True,"Team Practicum | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Tufts Gordon Institute connects companies and students, who work with faculty advisors to address challenges for organizations of all types and sizes.",,0,0,4,4,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-innovation-and-management/boston-innovation-hub/,True,"Why Boston? | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Boston is bursting with innovation at the seams, which makes it a top-rated destination for higher education.",,0,0,0,4,1,
DOMAIN,FQDN,URL,keywordInURL,title,description,keywords,hyperlinks,admission,engineering,management,gre,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/curriculum/,True,"MSEM Curriculum - Gordon Institute,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",,,0,0,17,45,2,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/,False,"Academics at the Gordon Institute | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Gordon Institute faculty embrace a visionary approach to fostering creativity, entrepreneurship and leadership development that's reflected in the curriculum.",,0,0,5,4,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/,True,"Tufts MSEM Program | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Re-engineering the MBA with our masters in engineering management. More than half our students are promoted while still enrolled in the program.,,0,0,21,15,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/msem-vs-mba/,True,"The Case for MSEM | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","When it comes to choosing a M.S. in Engineering Management over a MBA, it really comes down to ROI. The masters in engineering management is the clear choice.",,0,0,11,13,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/program-options/,True,"Flexible Schedule | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",We make it easy for the M.S. in Engineering Management program to fit into the lifestyle of today's busy professionals. Here's how...,,0,0,9,10,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-innovation-and-management/,True,"Fast Track at Gordon Institute | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Many people have the technical skills but lack the leadership skills to take their careers to the next level. Enter the M.S. in Innovation and Management program.,,0,0,0,13,3,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-innovation-and-management/why-innovation-management/,True,"Why Study Innovation Management | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Tufts MS in Innovation Management is the only program that combines lean methodologies, business modeling, data science and leadership skills.",,0,0,2,17,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-innovation-and-management/msim-curriculum/,True,"Innovation Sprints | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",What is an Innovation Sprint and how can it set graduates apart? We answer that question (and more) here.,,0,0,2,10,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/entrepreneurial-leadership-studies-courses/,False,"ELS Coursework | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Take a look at the course requirements necessary to complete the Entrepreneurial Leadership Studies minor, one of the most popular minors at the university.",,0,0,4,8,1,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/entrepreneurial-leadership-program/summer-venture-accelerator/,False,"Summer Accelerator Program at Gordon Institute | Tufts,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",The Accelerator provides undergraduate and graduate students with an array of business support resources and services alongside a custom curriculum.,,0,0,0,1,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/entrepreneurial-leadership-program/donate/,False,"Make a Difference | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Your generous donation to the Entrepreneurial Leadership Studies Program helps the next generation of innovative leaders.,,0,0,1,0,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/engineering-management-minor/,True,"Engineering Management Minor - Gordon Institute,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",,,0,0,38,32,1,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/engineering-management-minor/courses/,True,"Course Requirements at the Gordon Institute | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Thinking about pursuing a minor in Engineering Management at Tufts? Familiarize yourself with the requirements here.,,0,0,21,13,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/admissions/,True,"Admissions Process at the Gordon Institute | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",What does it take to apply to our masters programs in engineering management and innovation? Our admissions team is here to assist you through the process.,,0,0,8,10,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/admissions/m-s-in-engineering-management-admissions/,True,"Submit Your Application | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",The next chapter of your professional life begins with Tufts Gordon Institute M.S. in Engineering Management program. Apply online here.,,0,0,16,15,5,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/admissions/m-s-in-innovation-and-management-admissions/,True,"Master's Programs at the Gordon Institute | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Want to be an innovation driver? Tufts University's M.S. in Innovaiton & Management puts you on the fast track. Apply online today!,,0,0,1,16,5,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/admissions/tuition-expenses/,True,"Get the Costs | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Here's a rundown of the tuition and expenses for Tufts University's Gordon Institute master's and Professional Education programs.,,0,0,2,3,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/admissions/scholarships_financial-aid/,True,"A Path to Financing at the Gordon Institute | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Investing in an advanced degree is a smart decision. We'll help you find the best financing options that suit your needs.,,0,3,4,7,2,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/industry-partners/,False,"Serving Industry | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Through partnerships with various companies, students address clients’ current challenges or provide insights to shape future products or services.",,0,0,6,0,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/industry-partners/partner-with-us/,False,"Partnerships at Gordon Institute | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","We offer several ways for companies and individuals to engage with Tufts undergraduate and graduate engineering management, innovation and entrepreneurship students.",,0,0,10,9,1,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/industry-partners/msem-industry-advisory-council/,False,"M.S. in Engineering Management Industry Advisory Council - Gordon Institute,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",,,0,0,18,10,1,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/industry-partners/entrepreneurial-leadership-advisory-board/,False,"Entrepreneurial Leadership Advisory Board - Gordon Institute,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",,,0,0,0,2,2,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/,False,"Compete at the Gordon Institute at Tufts | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Learn about the 6 entrepreneurial competitions offered through Tufts Gordon Institute - including the renowned $100k. Your bright idea could win big!,,0,0,1,0,1,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/100k-new-ventures-competition/,False,"New Ventures at the Gordon Institute | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","How far will your idea take you? The $100k New Ventures annual competition draws entries from alumni, faculty, staff, and undergraduate and graduate students.",,0,0,0,1,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/100k-new-ventures-competition/2017-winners/,False,"Meet the 2017 Winners | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",This annual competition celebrates innovation and entrepreneurship across Tufts community. Get to know the winners here.,,0,0,1,2,1,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/2016-winners/,False,"Meet 2016 Winners | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Eighteen finalist teams competed for prizes and in-kind services totaling over $100,000 as part of the New Ventures competition.",,0,0,2,2,2,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/100k-new-ventures-competition/2015-winners/,False,"Meet the 2015 Winners | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Fifteen finalist teams competed for $100,000 in cash and in-kind awards in three tracks. The winners of the 2015 competition are as follows.",,0,0,6,0,1,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/stephen-and-geraldine-ricci-prize/,False,"All About the Ricci Prize | Gordon Institute at Tufts,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Engineering design meets entrepreneurial spirit in The Stephen and Geraldine Ricci Interdisciplinary Prize. Here's what it takes to enter.,,0,0,12,0,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/tufts-energy-innovation-competition/,False,"Innovation Competition at the Gordon Institute | Tufts,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Do you have a great energy idea? Are you working on a project related to energy? The Tufts Energy Innovation Competition is looking for your big ideas.,,0,0,1,0,4,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/competitions/montle-prize/,False,"Montle Prize at the Gordon Institute | Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",The future depends on the next generation of entrepreneurs with big ideas. You may be eligible to enter your idea into the Montle competition.,,0,0,1,0,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/about/,False,"Award-Winning Engineering Program | Gordon Institute,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","What do technology leadership, innovation and entrepreneurship have in common? Tufts Gordon Institute inspires the next generation of leaders and innovators.",,0,0,13,7,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/about/history/,False,"History – Tufts University Connection - Gordon Institute,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",,,0,0,15,10,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/about/contact-us/,False,"Connect With Us | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","We are here to answer any questions about Tufts University's Gordon Institute programs. Get in touch via phone, email or in person.",,0,0,4,5,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/consulting-project/,True,"Team Practicum | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Tufts Gordon Institute connects companies and students, who work with faculty advisors to address challenges for organizations of all types and sizes.",,0,0,4,4,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/class-profile/,True,"MSEM Class of 2019 Stats | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","M.S. in Engineering Management students come from a variety of industries including biopharma/medical devices, defense and computer hardware & software.",,0,0,9,8,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/msem-experience/,True,"Why Choose MSEM? | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Take it from our successful alumni who have been through the MSEM program. Here are 5 benefits derived from the MSEM experience.,,0,0,6,9,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/leadership-development/,True,"Transforming Leadership | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",Tufts Gordon Institute,s engineering management's program's unique leadership development program includes one-on-one coaching from faculty.,,0,0,15,8,0
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/program-comparison/,False,"Comparing Programs | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Depending on goals and work experience a one-year, full-time M.S. in Innovation Management or a two-year, part-time M.S. in Engineering Management may be the best fit.",,0,0,4,6,4,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-engineering-management/schedule-options/,True,"Flexible Schedule | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University",We make it easy for the M.S. in Engineering Management program to fit into the lifestyle of today's busy professionals. Here's how...,,0,0,8,8,0,
tufts.edu,gordon.tufts.edu,http://gordon.tufts.edu/programs/m-s-in-innovation-and-management/boston-innovation-hub/,True,"Why Boston? | Gordon Institute at Tufts University,Open Menu,Close Menu,Open Search,Close Search,Tufts University,Close Search Section,Search,Close Directory,Search Directory,Tufts University,Open Information For Menu,Apply,Give,Open Search,Search,Search Directory,Tufts University","Boston is bursting with innovation at the seams, which makes it a top-rated destination for higher education.",,0,0,0,4,1,
DOMAIN,FQDN,URL,keywordInURL,title,description,keywords,hyperlinks,admission,engineering,management,gre,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofengineering/,True,Case School of Engineering < Case Western Reserve University,,"engineering and management, master of engineering, master of science, practice oriented ",0,2,201,20,4,
case.edu,bulletin.case.edu,http://bulletin.case.edu/about/,False,About < Case Western Reserve University,,,0,0,2,1,0,
case.edu,bulletin.case.edu,http://bulletin.case.edu/about/administration/,False,Administration < Case Western Reserve University,,,0,0,1,2,1,
case.edu,bulletin.case.edu,http://bulletin.case.edu/about/accreditation/,False,Accreditation < Case Western Reserve University,,,0,0,3,0,0,
case.edu,bulletin.case.edu,http://bulletin.case.edu/degreeprograms/,True,University Degree Programs < Case Western Reserve University,,,0,0,51,19,0,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofengineering/biomedicalengineering/,True,Department of Biomedical Engineering < Case Western Reserve University,,"bioelectric, imaging, biomechanics, drug delivery, biomaterials, tissue, neural  ",0,6,246,16,6,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofengineering/chemicalengineering/,True,Department of Chemical and Biomolecular Engineering < Case Western Reserve University,,"chem e, electrochemical, biochemical, biomolecular, polymer, diamond, advanced materials, fuel cells, novel materials",0,3,146,6,0,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofengineering/civilengineering/,True,Department of Civil Engineering < Case Western Reserve University,,"environmental, geotechnical, structural, construction, engineering mechanics, concrete, soil mechanics",0,0,174,15,1,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofengineering/elecengcompsci/,True,Department of Electrical Engineering and Computer Science < Case Western Reserve University,,EE CS CE Systems Electrical Computer AI,0,14,355,37,15,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofengineering/engineeringphysics/,True,Engineering Physics < Case Western Reserve University,,,0,0,61,0,0,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofengineering/macromolecularscieng/,True,Department of Macromolecular Science and Engineering < Case Western Reserve University,,"polymer, biomaterials, bioploymers, material development, mechanical behavior, physical chemistry, solid state physics, synthesis, rheology",0,3,157,5,6,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofengineering/materialsscienceengineering/,True,Department of Materials Science and Engineering < Case Western Reserve University,,"metallurgy, ceramic engineering, electronic materials, thermodynamics, kinetics, electronic materials, optical materials, magnetic materials",0,1,132,5,7,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofengineering/mechaeroeng/,True,Department of Mechanical and Aerospace Engineering < Case Western Reserve University,,"mech e, aero, mechanical design, manufacturing, fluid, thermal, dynamics, biomechanics, solid mechanics",0,1,241,11,5,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofengineering/engineeringundesignated/,True,"Degree Program in Engineering, Undesignated < Case Western Reserve University",,"undesignated, engineering undesignated",0,1,48,1,0,
case.edu,bulletin.case.edu,http://bulletin.case.edu/undergraduatestudies/csedegree/,True,Case School of Engineering Undergraduate Degree Requirements < Case Western Reserve University,,,0,0,54,0,6,
case.edu,bulletin.case.edu,http://bulletin.case.edu/collegeofartsandsciences/,False,College of Arts and Sciences < Case Western Reserve University,,,0,0,2,0,1,
case.edu,bulletin.case.edu,http://bulletin.case.edu/schoolofnursing/,False,Frances Payne Bolton School of Nursing < Case Western Reserve University,,,0,0,0,2,1,
